InvoiceNo,Stockcode,Description,Initialstock,Quantity,InvoiceDate,UnitPrice,RetailPrice,CustomerID,Country
555110,20719,WOODLAND CHARLOTTE BAG,13476,1,6/12/2021,0.85,1.9,17841,United Kingdom
555115,20719,WOODLAND CHARLOTTE BAG,13476,3,6/12/2021,2.46,4.17,Visiting,United Kingdom
555107,20719,WOODLAND CHARLOTTE BAG,13476,20,6/12/2021,0.85,1.9,12594,Italy
555278,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,1,6/13/2021,0.83,1.88,Visiting,United Kingdom
555202,84206,CHAMPAGNE TRAY BLANK CARD,172,5,6/13/2021,0.19,0.97,16813,United Kingdom
555159,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,4,6/13/2021,4.15,6.56,15124,United Kingdom
555160,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,72,6/13/2021,3.75,5.99,14646,Netherlands
555275,21098,CHRISTMAS TOILET ROLL,3861,1,6/13/2021,2.46,4.17,Visiting,United Kingdom
555202,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,2,6/13/2021,0.42,1.3,16813,United Kingdom
555276,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,1,6/13/2021,0.83,1.88,Visiting,United Kingdom
555199,84849,FAIRY SOAP SOAP HOLDER,341,1,6/13/2021,1.69,3.09,14606,United Kingdom
555264,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,2,6/13/2021,1.25,2.47,17757,United Kingdom
555275,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,3,6/13/2021,2.5,4.23,Visiting,United Kingdom
555278,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,1,6/13/2021,2.5,4.23,Visiting,United Kingdom
555199,21781,MA CAMPAGNE CUTLERY BOX,255,1,6/13/2021,14.95,21.78,14606,United Kingdom
555249,37340,MULTICOLOUR SPRING FLOWER MUG,2567,2,6/13/2021,0.39,1.25,17472,United Kingdom
555164,23175,REGENCY MILK JUG PINK ,3344,72,6/13/2021,2.75,4.58,14646,Netherlands
555275,23175,REGENCY MILK JUG PINK ,3344,1,6/13/2021,7.46,11.22,Visiting,United Kingdom
555203,21272,SALLE DE BAIN HOOK,788,6,6/13/2021,1.25,2.47,17191,United Kingdom
555278,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,6/13/2021,2.46,4.17,Visiting,United Kingdom
555276,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,6/13/2021,2.46,4.17,Visiting,United Kingdom
555278,90114,SUMMER DAISIES BAG CHARM,223,1,6/13/2021,2.46,4.17,Visiting,United Kingdom
555276,90114,SUMMER DAISIES BAG CHARM,223,1,6/13/2021,2.46,4.17,Visiting,United Kingdom
555275,90114,SUMMER DAISIES BAG CHARM,223,1,6/13/2021,2.46,4.17,Visiting,United Kingdom
555277,22795,SWEETHEART RECIPE BOOK STAND,1275,1,6/13/2021,13.29,19.44,Visiting,United Kingdom
555207,21135,VICTORIAN  METAL POSTCARD SPRING,3019,8,6/13/2021,1.69,3.09,16818,United Kingdom
555162,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,6/13/2021,1.25,2.47,12473,Germany
555195,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,6/13/2021,1.25,2.47,15240,United Kingdom
555194,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,12,6/13/2021,2.95,4.86,16422,United Kingdom
555263,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,6,6/13/2021,2.95,4.86,15192,United Kingdom
555275,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,1,6/13/2021,5.79,8.87,Visiting,United Kingdom
555278,20719,WOODLAND CHARLOTTE BAG,13476,2,6/13/2021,1.63,3,Visiting,United Kingdom
555276,20719,WOODLAND CHARLOTTE BAG,13476,1,6/13/2021,1.63,3,Visiting,United Kingdom
555275,46776,WOVEN BERRIES CUSHION COVER ,172,1,6/13/2021,4.13,6.53,Visiting,United Kingdom
555363,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,1,6/14/2021,4.25,6.7,14453,United Kingdom
555397,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,8,6/14/2021,0.83,1.88,Visiting,United Kingdom
555325,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,3,6/14/2021,8.29,12.39,Visiting,United Kingdom
555323,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,1,6/14/2021,8.29,12.39,Visiting,United Kingdom
555397,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,1,6/14/2021,8.29,12.39,Visiting,United Kingdom
555326,21098,CHRISTMAS TOILET ROLL,3861,1,6/14/2021,3.29,5.34,Visiting,United Kingdom
555397,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,5,6/14/2021,24.96,35.9,Visiting,United Kingdom
555284,23077,DOUGHNUT LIP GLOSS ,10641,80,6/14/2021,1.04,2.17,14298,United Kingdom
555397,17084,FAIRY DREAMS INCENSE ,1546,1,6/14/2021,0.42,1.3,Visiting,United Kingdom
555383,84849,FAIRY SOAP SOAP HOLDER,341,2,6/14/2021,1.69,3.09,12517,Germany
555397,22260,FELT EGG COSY BLUE RABBIT ,753,1,6/14/2021,1.63,3,Visiting,United Kingdom
555340,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,6/14/2021,1.25,2.47,13334,United Kingdom
555397,23009,I LOVE LONDON BABY GIFT SET,515,1,6/14/2021,24.96,35.9,Visiting,United Kingdom
555327,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,1,6/14/2021,4.13,6.53,Visiting,United Kingdom
555324,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,1,6/14/2021,4.13,6.53,Visiting,United Kingdom
555347,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,10,6/14/2021,2.08,3.64,14389,United Kingdom
555289,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,10,6/14/2021,2.08,3.64,15078,United Kingdom
555368,21781,MA CAMPAGNE CUTLERY BOX,255,1,6/14/2021,14.95,21.78,13437,United Kingdom
555397,21781,MA CAMPAGNE CUTLERY BOX,255,1,6/14/2021,29.13,41.78,Visiting,United Kingdom
555323,22089,PAPER BUNTING VINTAGE PAISLEY,1537,6,6/14/2021,4.13,6.53,Visiting,United Kingdom
555327,22089,PAPER BUNTING VINTAGE PAISLEY,1537,2,6/14/2021,4.13,6.53,Visiting,United Kingdom
555320,22089,PAPER BUNTING VINTAGE PAISLEY,1537,1,6/14/2021,4.13,6.53,Visiting,United Kingdom
555324,22089,PAPER BUNTING VINTAGE PAISLEY,1537,1,6/14/2021,4.13,6.53,Visiting,United Kingdom
555284,23175,REGENCY MILK JUG PINK ,3344,8,6/14/2021,2.75,4.58,14298,United Kingdom
555400,23175,REGENCY MILK JUG PINK ,3344,11,6/14/2021,2.75,4.58,14088,United Kingdom
555368,21115,ROSE CARAVAN DOORSTOP,675,2,6/14/2021,6.75,10.22,13437,United Kingdom
555383,21272,SALLE DE BAIN HOOK,788,4,6/14/2021,1.25,2.47,12517,Germany
555343,21272,SALLE DE BAIN HOOK,788,1,6/14/2021,1.25,2.47,15918,United Kingdom
555383,21577,SAVE THE PLANET COTTON TOTE BAG,986,6,6/14/2021,2.25,3.88,12517,Germany
555350,22619,SET OF 6 SOLDIER SKITTLES,2779,4,6/14/2021,3.75,5.99,17652,United Kingdom
555397,90018,SILVER M.O.P ORBIT DROP EARRINGS,254,1,6/14/2021,4.15,6.56,Visiting,United Kingdom
555383,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,4,6/14/2021,1.25,2.47,12517,Germany
555396,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,16,6/14/2021,1.25,2.47,16529,United Kingdom
555400,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,72,6/14/2021,1.06,2.2,14088,United Kingdom
555397,90114,SUMMER DAISIES BAG CHARM,223,1,6/14/2021,2.46,4.17,Visiting,United Kingdom
555401,22795,SWEETHEART RECIPE BOOK STAND,1275,17,6/14/2021,5.95,9.09,14088,United Kingdom
555349,21135,VICTORIAN  METAL POSTCARD SPRING,3019,8,6/14/2021,1.69,3.09,16729,United Kingdom
555327,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,4,6/14/2021,2.46,4.17,Visiting,United Kingdom
555353,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,1,6/14/2021,1.25,2.47,16928,United Kingdom
555344,20719,WOODLAND CHARLOTTE BAG,13476,1,6/14/2021,0.85,1.9,15311,United Kingdom
555510,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,2,6/15/2021,0.83,1.88,Visiting,United Kingdom
555470,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,4,6/15/2021,4.15,6.56,12455,Spain
555502,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,1,6/15/2021,12.75,18.68,Visiting,United Kingdom
555415,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,1,6/15/2021,12.75,18.68,14500,United Kingdom
555420,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,1,6/15/2021,12.75,18.68,13458,United Kingdom
555416,23077,DOUGHNUT LIP GLOSS ,10641,40,6/15/2021,1.25,2.47,14408,United Kingdom
555413,23077,DOUGHNUT LIP GLOSS ,10641,20,6/15/2021,1.25,2.47,17994,United Kingdom
555418,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,6/15/2021,1.25,2.47,15498,United Kingdom
555413,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,6/15/2021,1.25,2.47,17994,United Kingdom
555413,23009,I LOVE LONDON BABY GIFT SET,515,1,6/15/2021,16.95,24.6,17994,United Kingdom
555416,20996,JAZZ HEARTS ADDRESS BOOK,3284,8,6/15/2021,0.19,0.97,14408,United Kingdom
555509,21331,MOROCCAN BEATEN METAL DISH LARGE,179,4,6/15/2021,12.75,18.68,13435,United Kingdom
555499,22089,PAPER BUNTING VINTAGE PAISLEY,1537,1,6/15/2021,2.95,4.86,15812,United Kingdom
555408,22637,PIGGY BANK RETROSPOT ,2903,4,6/15/2021,2.55,4.3,13294,United Kingdom
555488,46000,POLYESTER FILLER PAD 45x45cm,1758,2,6/15/2021,1.55,2.89,16942,United Kingdom
555488,23175,REGENCY MILK JUG PINK ,3344,4,6/15/2021,3.25,5.29,16942,United Kingdom
555477,23175,REGENCY MILK JUG PINK ,3344,6,6/15/2021,3.25,5.29,12359,Cyprus
555485,23175,REGENCY MILK JUG PINK ,3344,4,6/15/2021,3.25,5.29,17722,United Kingdom
555501,23175,REGENCY MILK JUG PINK ,3344,4,6/15/2021,3.25,5.29,15508,United Kingdom
555510,21577,SAVE THE PLANET COTTON TOTE BAG,986,1,6/15/2021,4.96,7.7,Visiting,United Kingdom
555493,21135,VICTORIAN  METAL POSTCARD SPRING,3019,16,6/15/2021,1.69,3.09,13695,United Kingdom
555473,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,36,6/15/2021,1.25,2.47,14700,United Kingdom
555510,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,1,6/15/2021,5.79,8.87,Visiting,United Kingdom
555488,20719,WOODLAND CHARLOTTE BAG,13476,2,6/15/2021,0.85,1.9,16942,United Kingdom
555414,20719,WOODLAND CHARLOTTE BAG,13476,10,6/15/2021,0.85,1.9,16230,United Kingdom
555473,20719,WOODLAND CHARLOTTE BAG,13476,10,6/15/2021,0.85,1.9,14700,United Kingdom
555510,20719,WOODLAND CHARLOTTE BAG,13476,1,6/15/2021,1.63,3,Visiting,United Kingdom
555515,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,4,6/17/2021,12.75,18.68,17690,United Kingdom
555573,23077,DOUGHNUT LIP GLOSS ,10641,20,6/17/2021,1.25,2.47,15349,United Kingdom
555568,23077,DOUGHNUT LIP GLOSS ,10641,40,6/17/2021,1.25,2.47,17589,United Kingdom
555540,23077,DOUGHNUT LIP GLOSS ,10641,40,6/17/2021,1.25,2.47,13668,United Kingdom
555567,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,6,6/17/2021,0.42,1.3,17050,United Kingdom
555573,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,6/17/2021,1.25,2.47,15349,United Kingdom
555568,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,6/17/2021,1.25,2.47,17589,United Kingdom
555537,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,6/17/2021,1.25,2.47,15453,United Kingdom
555567,20996,JAZZ HEARTS ADDRESS BOOK,3284,4,6/17/2021,0.19,0.97,17050,United Kingdom
555564,20996,JAZZ HEARTS ADDRESS BOOK,3284,10,6/17/2021,0.19,0.97,15005,United Kingdom
555558,20996,JAZZ HEARTS ADDRESS BOOK,3284,10,6/17/2021,0.19,0.97,14159,United Kingdom
555565,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,10,6/17/2021,2.08,3.64,15298,United Kingdom
555515,21781,MA CAMPAGNE CUTLERY BOX,255,1,6/17/2021,14.95,21.78,17690,United Kingdom
555579,10125,MINI FUNKY DESIGN TAPES,1546,1,6/17/2021,0.85,1.9,13983,United Kingdom
555537,20932,PINK POT PLANT CANDLE,520,1,6/17/2021,2.95,4.86,15453,United Kingdom
555567,46000,POLYESTER FILLER PAD 45x45cm,1758,12,6/17/2021,1.55,2.89,17050,United Kingdom
555524,23175,REGENCY MILK JUG PINK ,3344,4,6/17/2021,3.25,5.29,16923,United Kingdom
555574,23175,REGENCY MILK JUG PINK ,3344,4,6/17/2021,3.25,5.29,12417,Belgium
555522,23175,REGENCY MILK JUG PINK ,3344,4,6/17/2021,3.25,5.29,15796,United Kingdom
555537,21115,ROSE CARAVAN DOORSTOP,675,1,6/17/2021,6.75,10.22,15453,United Kingdom
555552,21272,SALLE DE BAIN HOOK,788,2,6/17/2021,1.25,2.47,13610,United Kingdom
555518,21577,SAVE THE PLANET COTTON TOTE BAG,986,6,6/17/2021,2.25,3.88,14891,United Kingdom
555556,22619,SET OF 6 SOLDIER SKITTLES,2779,1,6/17/2021,3.75,5.99,15704,United Kingdom
555565,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,6/17/2021,1.25,2.47,15298,United Kingdom
555569,22795,SWEETHEART RECIPE BOOK STAND,1275,4,6/17/2021,6.75,10.22,12727,France
555522,22795,SWEETHEART RECIPE BOOK STAND,1275,4,6/17/2021,6.75,10.22,15796,United Kingdom
555538,21135,VICTORIAN  METAL POSTCARD SPRING,3019,10,6/17/2021,1.69,3.09,14512,United Kingdom
555545,20719,WOODLAND CHARLOTTE BAG,13476,10,6/17/2021,0.85,1.9,17735,United Kingdom
555565,20719,WOODLAND CHARLOTTE BAG,13476,10,6/17/2021,0.85,1.9,15298,United Kingdom
555562,20719,WOODLAND CHARLOTTE BAG,13476,1,6/17/2021,0.85,1.9,17841,United Kingdom
555558,20719,WOODLAND CHARLOTTE BAG,13476,2,6/17/2021,0.85,1.9,14159,United Kingdom
555564,20719,WOODLAND CHARLOTTE BAG,13476,10,6/17/2021,0.85,1.9,15005,United Kingdom
555553,20719,WOODLAND CHARLOTTE BAG,13476,10,6/17/2021,0.85,1.9,12662,Germany
555722,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,1,6/18/2021,0.83,1.88,Visiting,United Kingdom
555722,84673,BLUE FLY SWAT,355,1,6/18/2021,1.25,2.47,Visiting,United Kingdom
555726,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,1,6/18/2021,12.75,18.68,12540,Spain
555644,23077,DOUGHNUT LIP GLOSS ,10641,20,6/18/2021,1.25,2.47,16520,United Kingdom
555591,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,10,6/18/2021,1.25,2.47,15073,United Kingdom
555650,23194,GYMKHANNA TREASURE BOOK BOX,289,8,6/18/2021,2.25,3.88,14156,EIRE
555705,20996,JAZZ HEARTS ADDRESS BOOK,3284,24,6/18/2021,0.19,0.97,14713,United Kingdom
555653,22231,JIGSAW TREE WITH BIRDHOUSE,1240,2,6/18/2021,0.59,1.54,17673,United Kingdom
555703,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,10,6/18/2021,2.08,3.64,15379,United Kingdom
555627,37340,MULTICOLOUR SPRING FLOWER MUG,2567,48,6/18/2021,0.39,1.25,15805,United Kingdom
555703,17038,PORCELAIN BUDAH INCENSE HOLDER,1598,100,6/18/2021,0.1,0.85,15379,United Kingdom
555638,23175,REGENCY MILK JUG PINK ,3344,4,6/18/2021,3.25,5.29,15150,United Kingdom
555589,23175,REGENCY MILK JUG PINK ,3344,4,6/18/2021,3.25,5.29,12802,Netherlands
555647,23175,REGENCY MILK JUG PINK ,3344,6,6/18/2021,3.25,5.29,12957,United Kingdom
555695,23175,REGENCY MILK JUG PINK ,3344,4,6/18/2021,3.25,5.29,16168,United Kingdom
555691,23175,REGENCY MILK JUG PINK ,3344,4,6/18/2021,3.25,5.29,12843,United Kingdom
555705,21272,SALLE DE BAIN HOOK,788,2,6/18/2021,1.25,2.47,14713,United Kingdom
555648,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,306,2,6/18/2021,2.55,4.3,14623,United Kingdom
555593,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,12,6/18/2021,1.25,2.47,16298,United Kingdom
555587,22795,SWEETHEART RECIPE BOOK STAND,1275,2,6/18/2021,6.75,10.22,15687,United Kingdom
555691,22795,SWEETHEART RECIPE BOOK STAND,1275,2,6/18/2021,6.75,10.22,12843,United Kingdom
555650,22795,SWEETHEART RECIPE BOOK STAND,1275,2,6/18/2021,6.75,10.22,14156,EIRE
555648,22795,SWEETHEART RECIPE BOOK STAND,1275,1,6/18/2021,6.75,10.22,14623,United Kingdom
555637,22794,SWEETHEART WIRE MAGAZINE RACK,464,2,6/18/2021,7.95,11.91,12535,France
555650,22794,SWEETHEART WIRE MAGAZINE RACK,464,2,6/18/2021,7.95,11.91,14156,EIRE
555590,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,24,6/18/2021,1.25,2.47,17690,United Kingdom
555592,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,6/18/2021,1.25,2.47,14215,United Kingdom
555924,85131,BEADED CRYSTAL HEART GREEN ON STICK,629,5,6/19/2021,0.83,1.88,Visiting,United Kingdom
555925,84661,BLACK SQUARE TABLE CLOCK,258,1,6/19/2021,4.96,7.7,Visiting,United Kingdom
555923,84661,BLACK SQUARE TABLE CLOCK,258,1,6/19/2021,4.96,7.7,Visiting,United Kingdom
555918,84673,BLUE FLY SWAT,355,12,6/19/2021,0.65,1.62,16098,United Kingdom
555855,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,2,6/19/2021,4.15,6.56,15311,United Kingdom
555853,23077,DOUGHNUT LIP GLOSS ,10641,20,6/19/2021,1.25,2.47,14375,United Kingdom
555923,23077,DOUGHNUT LIP GLOSS ,10641,1,6/19/2021,2.46,4.17,Visiting,United Kingdom
555743,23077,DOUGHNUT LIP GLOSS ,10641,20,6/19/2021,1.25,2.47,12868,United Kingdom
555853,84536,FAIRY CAKES NOTEBOOK A7 SIZE,2209,5,6/19/2021,0.42,1.3,14375,United Kingdom
555923,17084,FAIRY DREAMS INCENSE ,1546,8,6/19/2021,0.42,1.3,Visiting,United Kingdom
555925,17084,FAIRY DREAMS INCENSE ,1546,1,6/19/2021,0.42,1.3,Visiting,United Kingdom
555845,84849,FAIRY SOAP SOAP HOLDER,341,2,6/19/2021,1.69,3.09,17015,United Kingdom
555819,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,10,6/19/2021,1.25,2.47,15073,United Kingdom
555738,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,10,6/19/2021,1.25,2.47,16825,United Kingdom
555841,20996,JAZZ HEARTS ADDRESS BOOK,3284,1,6/19/2021,0.19,0.97,14583,United Kingdom
555841,20996,JAZZ HEARTS ADDRESS BOOK,3284,1,6/19/2021,0.19,0.97,14583,United Kingdom
555849,20996,JAZZ HEARTS ADDRESS BOOK,3284,24,6/19/2021,0.19,0.97,13266,United Kingdom
555866,20996,JAZZ HEARTS ADDRESS BOOK,3284,24,6/19/2021,0.19,0.97,16841,United Kingdom
555845,22231,JIGSAW TREE WITH BIRDHOUSE,1240,2,6/19/2021,0.59,1.54,17015,United Kingdom
555925,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,1,6/19/2021,4.13,6.53,Visiting,United Kingdom
555855,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,3,6/19/2021,2.08,3.64,15311,United Kingdom
555924,21781,MA CAMPAGNE CUTLERY BOX,255,1,6/19/2021,29.13,41.78,Visiting,United Kingdom
555832,21781,MA CAMPAGNE CUTLERY BOX,255,4,6/19/2021,14.95,21.78,15969,United Kingdom
555925,22089,PAPER BUNTING VINTAGE PAISLEY,1537,1,6/19/2021,5.79,8.87,Visiting,United Kingdom
555896,22089,PAPER BUNTING VINTAGE PAISLEY,1537,12,6/19/2021,2.95,4.86,15640,United Kingdom
555923,22637,PIGGY BANK RETROSPOT ,2903,1,6/19/2021,4.96,7.7,Visiting,United Kingdom
555815,46000,POLYESTER FILLER PAD 45x45cm,1758,6,6/19/2021,1.55,2.89,13089,United Kingdom
555853,85135,RED DRAGONFLY HELICOPTER,321,1,6/19/2021,7.95,11.91,14375,United Kingdom
555835,23175,REGENCY MILK JUG PINK ,3344,4,6/19/2021,3.25,5.29,14525,United Kingdom
555851,23175,REGENCY MILK JUG PINK ,3344,1,6/19/2021,3.25,5.29,13050,United Kingdom
555855,21115,ROSE CARAVAN DOORSTOP,675,1,6/19/2021,6.75,10.22,15311,United Kingdom
555916,21115,ROSE CARAVAN DOORSTOP,675,3,6/19/2021,6.75,10.22,14958,United Kingdom
555746,21272,SALLE DE BAIN HOOK,788,1,6/19/2021,1.25,2.47,14606,United Kingdom
555853,21272,SALLE DE BAIN HOOK,788,1,6/19/2021,1.25,2.47,14375,United Kingdom
555853,21272,SALLE DE BAIN HOOK,788,2,6/19/2021,1.25,2.47,14375,United Kingdom
555746,21232,STRAWBERRY CERAMIC TRINKET BOX,10566,1,6/19/2021,1.25,2.47,14606,United Kingdom
555924,90114,SUMMER DAISIES BAG CHARM,223,3,6/19/2021,2.46,4.17,Visiting,United Kingdom
555832,22795,SWEETHEART RECIPE BOOK STAND,1275,4,6/19/2021,6.75,10.22,15969,United Kingdom
555846,22795,SWEETHEART RECIPE BOOK STAND,1275,2,6/19/2021,6.75,10.22,14180,United Kingdom
555851,22795,SWEETHEART RECIPE BOOK STAND,1275,1,6/19/2021,6.75,10.22,13050,United Kingdom
555851,22794,SWEETHEART WIRE MAGAZINE RACK,464,1,6/19/2021,7.95,11.91,13050,United Kingdom
555856,21135,VICTORIAN  METAL POSTCARD SPRING,3019,6,6/19/2021,1.69,3.09,17124,United Kingdom
555744,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,6/19/2021,1.25,2.47,18072,United Kingdom
555923,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,2,6/19/2021,3.29,5.34,Visiting,United Kingdom
555815,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5201,12,6/19/2021,1.25,2.47,13089,United Kingdom
555798,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,30,6/19/2021,2.95,4.86,16422,United Kingdom
555923,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,1,6/19/2021,5.79,8.87,Visiting,United Kingdom
555855,21380,WOODEN HAPPY BIRTHDAY GARLAND,2278,1,6/19/2021,2.95,4.86,15311,United Kingdom
555841,20719,WOODLAND CHARLOTTE BAG,13476,1,6/19/2021,0.85,1.9,14583,United Kingdom
555739,20719,WOODLAND CHARLOTTE BAG,13476,10,6/19/2021,0.85,1.9,12380,Belgium
555815,20719,WOODLAND CHARLOTTE BAG,13476,10,6/19/2021,0.85,1.9,13089,United Kingdom
555931,85034,3 WHITE CHOC MORRIS BOXED CANDLES,1055,4,6/20/2021,4.25,6.7,17828,Malta
556092,84559,3D SHEET OF DOG STICKERS,603,1,6/20/2021,1.66,3.05,Visiting,United Kingdom
555931,84661,BLACK SQUARE TABLE CLOCK,258,6,6/20/2021,2.55,4.3,17828,Malta
556081,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,3,6/20/2021,8.29,12.39,Visiting,United Kingdom
556082,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,1,6/20/2021,8.29,12.39,Visiting,United Kingdom
556087,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,1,6/20/2021,8.29,12.39,Visiting,United Kingdom
556089,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,1,6/20/2021,8.29,12.39,Visiting,United Kingdom
555946,84997,CHILDRENS CUTLERY POLKADOT GREEN ,1971,4,6/20/2021,4.15,6.56,17238,United Kingdom
555942,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1223,1,6/20/2021,12.75,18.68,15743,United Kingdom
556056,23236,DOILEY STORAGE TIN,1354,1,6/20/2021,2.89,4.78,17841,United Kingdom
556042,23236,DOILEY STORAGE TIN,1354,2,6/20/2021,2.89,4.78,14367,United Kingdom
556106,23236,DOILEY STORAGE TIN,1354,2,6/20/2021,2.89,4.78,14056,United Kingdom
556108,23077,DOUGHNUT LIP GLOSS ,10641,1,6/20/2021,2.46,4.17,Visiting,United Kingdom
556050,23077,DOUGHNUT LIP GLOSS ,10641,20,6/20/2021,1.25,2.47,14367,United Kingdom
556071,17084,FAIRY DREAMS INCENSE ,1546,25,6/20/2021,0.21,1,15974,United Kingdom
556082,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,1,6/20/2021,2.46,4.17,Visiting,United Kingdom
556103,22677,FRENCH BLUE METAL DOOR SIGN 2,1218,4,6/20/2021,1.25,2.47,16011,United Kingdom
555949,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,6/20/2021,1.25,2.47,16626,United Kingdom
556102,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16451,24,6/20/2021,1.25,2.47,13115,United Kingdom
556056,20996,JAZZ HEARTS ADDRESS BOOK,3284,15,6/20/2021,0.19,0.97,17841,United Kingdom
556100,20996,JAZZ HEARTS ADDRESS BOOK,3284,24,6/20/2021,0.19,0.97,15238,United Kingdom
556082,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,5,6/20/2021,4.13,6.53,Visiting,United Kingdom
556088,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,1,6/20/2021,4.13,6.53,Visiting,United Kingdom
556083,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,1,6/20/2021,4.13,6.53,Visiting,United Kingdom
556093,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,1,6/20/2021,4.13,6.53,Visiting,United Kingdom
556058,22663,JUMBO BAG DOLLY GIRL DESIGN,3520,10,6/20/2021,2.08,3.64,13985,United Kingdom
555947,37340,MULTICOLOUR SPRING FLOWER MUG,2567,48,6/20/2021,0.39,1.25,14911,EIRE
556094,37340,MULTICOLOUR SPRING FLOWER MUG,2567,1,6/20/2021,8.29,12.39,Visiting,United Kingdom
555947,22089,PAPER BUNTING VINTAGE PAISLEY,1537,40,6/20/2021,2.55,4.3,14911,EIRE
556083,22089,PAPER BUNTING VINTAGE PAISLEY,1537,5,6/20/2021,4.13,6.53,Visiting,United Kingdom
556082,22089,PAPER BUNTING VINTAGE PAISLEY,1537,1,6/20/2021,4.13,6.53,Visiting,United Kingdom
556041,22089,PAPER BUNTING VINTAGE PAISLEY,1537,3,6/20/2021,2.95,4.86,17954,United Kingdom
